id,question,slug,start_date,end_date,volume,liquidity,active,closed
236507,"Will Ethereum switch to Proof-of-Stake (EIP-3675) by February 22, 2022?",will-ethereum-switch-to-proof-of-stake-eip-3675-by-february-22-2022,2021-08-16 22:18:09.966000+00:00,2022-02-22 00:00:00+00:00,75039.22000000000116415321826934814453125,552.4299999999999499777914024889469146728515625,True,True
238643,Will the floor price of CryptoPunks be above 100 ETH on October 1?,will-the-floor-price-of-cryptopunks-be-above-100-eth-on-october-1,2021-08-27 16:42:24.076000+00:00,2021-10-01 00:00:00+00:00,650550.28000000002793967723846435546875,173.240000000000009094947017729282379150390625,True,True
238698,Will Theranos executive Elizabeth Holmes be found guilty of fraud?,will-theranos-exec-elizabeth-holmes-be-found-guilty-of-fraud,2021-09-01 20:49:52.858000+00:00,,38757.5699999999997089616954326629638671875,556.6499999999999772626324556767940521240234375,True,True
238712,"What will the ETH floor price of Bored Apes be on September 21, 2021?",what-will-the-floor-price-of-bored-apes-be-on-september-21-2021,2021-09-07 23:10:44.346000+00:00,2021-09-21 00:00:00+00:00,57987.669999999998253770172595977783203125,1.9099999999999999200639422269887290894985198974609375,True,True
238713,"What will the ETH floor price of CryptoPunks be on September 21, 2021?",what-will-the-floor-price-of-cryptopunks-be-on-october-1-2021,2021-09-07 23:12:58.237000+00:00,2021-09-21 00:00:00+00:00,83509.979999999995925463736057281494140625,3.62000000000000010658141036401502788066864013671875,True,True
238714,"What will the ETH floor price of Loot (for Adventurers) be on September 21, 2021?",what-will-the-floor-price-of-loot-for-adventurers-be-on-september-21-2021,,2021-09-21 00:00:00+00:00,120866.009999999994761310517787933349609375,0.01000000000000000020816681711721685132943093776702880859375,True,True
238715,"What will the ETH floor price of Blitmaps be on September 21, 2021?",what-will-the-floor-price-of-blitmaps-be-on-september-21-2021,2021-09-07 23:13:12.296000+00:00,2021-09-21 00:00:00+00:00,72461.58999999999650754034519195556640625,988.69000000000005456968210637569427490234375,True,True
238820,"What will the ETH floor price of Bored Apes be on October 1, 2021?",what-will-the-eth-floor-price-of-bored-apes-be-on-october-1-2021,2021-09-21 22:08:10.553000+00:00,2021-10-01 00:00:00+00:00,8037.6099999999996725819073617458343505859375,399,True,True
238822,"What will the ETH floor price of CryptoPunks be on October 1, 2021?",what-will-the-eth-floor-price-of-cryptopunks-be-on-october-1-2021,2021-09-21 22:07:27.529000+00:00,2021-10-01 00:00:00+00:00,74385.27999999999883584678173065185546875,399,True,True
238927,Will the floor price of CryptoPunks be above 120 ETH on October 15?,will-the-floor-price-of-cryptopunks-be-above-120-eth-on-october-15,2021-10-01 21:49:09.806000+00:00,2021-10-15 00:00:00+00:00,86203.08999999999650754034519195556640625,289.3700000000000045474735088646411895751953125,True,True
238994,Will the floor price of CryptoPunks be above 100 ETH on November 1?,will-the-floor-price-of-cryptopunks-be-above-100-eth-on-november-1,2021-10-14 16:43:37.945000+00:00,2021-11-01 00:00:00+00:00,414785.2700000000186264514923095703125,92.0499999999999971578290569595992565155029296875,True,True
239015,Will @richerd sell Cryptopunk 6046 for 2500 ETH or more by October 22nd?,will-richerd-sell-cryptopunk-6046-for-at-least-2500eth-by-october-22nd,2021-10-15 18:28:25.694000+00:00,2021-10-22 00:00:00+00:00,2551.170000000000072759576141834259033203125,1214.089999999999918145476840436458587646484375,True,True
239074,Will Ethereum reach $4500 by November 11th?,will-ethereum-reach-4500-by-november-11th,2021-10-26 21:49:12.360000+00:00,2021-11-11 00:00:00+00:00,135700.359999999986030161380767822265625,297.57999999999998408384271897375583648681640625,True,True
239138,"Will there be 750,000 or more total ETH burned before November 4th, 2021?",will-there-be-750000-or-more-total-eth-burned-before-november-4th-2021,2021-10-29 18:31:04.745000+00:00,2021-11-03 00:00:00+00:00,13932.579999999999927240423858165740966796875,869.279999999999972715158946812152862548828125,True,True
239184,Will the floor price of CryptoPunks be above 100 ETH on November 15?,will-the-floor-price-of-cryptopunks-be-above-100-eth-on-november-15,2021-11-01 17:43:44.344000+00:00,2021-11-15 00:00:00+00:00,20213.15999999999985448084771633148193359375,157.780000000000001136868377216160297393798828125,True,True
239213,"Will there be 850,000 or more total ETH burned before November 10th, 2021?",will-there-be-850000-or-more-total-eth-burned-before-november-10th-2021,2021-11-03 16:25:41.174000+00:00,2021-11-10 00:00:00+00:00,6055.670000000000072759576141834259033203125,159.3799999999999954525264911353588104248046875,True,True
239217,Will Ethereum reach $5000 by November 17th?,will-ethereum-reach-5000-by-november-17th,2021-11-03 16:29:47.431000+00:00,2021-11-17 00:00:00+00:00,188828.01999999998952262103557586669921875,77.6400000000000005684341886080801486968994140625,True,True
239311,Will the floor price of CryptoPunks be above 85 ETH on November 15?,will-the-floor-price-of-cryptopunks-be-above-85-eth-on-november-15,2021-11-09 16:59:58.037000+00:00,2021-11-15 00:00:00+00:00,15843.469999999999345163814723491668701171875,100,True,True
239315,Will $ENS (Ethereum Name Service) be above $40 on November 15?,will-ens-ethereum-name-service-be-above-40-on-november-15,2021-11-09 18:49:53.633000+00:00,2021-11-15 00:00:00+00:00,27904.34000000000014551915228366851806640625,474.740000000000009094947017729282379150390625,True,True
239327,"Will $ETH (Ethereum) be above $4,750 on November 12th, 12pm ET?",will-eth-ethereum-be-above-4750-on-november-12th-12pm-et,,2021-11-12 00:00:00+00:00,9092.420000000000072759576141834259033203125,183.1200000000000045474735088646411895751953125,True,True
239354,Will Ethereum Name Service ($ENS) be listed for trading on Coinbase by November 18th?,will-ethereum-name-service-ens-be-listed-for-trading-on-coinbase-by-november-18th,,2021-11-18 00:00:00+00:00,66724.580000000001746229827404022216796875,2.45000000000000017763568394002504646778106689453125,True,True
239373,"What will the price of Ethereum Name Service ($ENS) be at noon on November 16, 2021?",what-will-the-price-of-ethereum-name-service-ens-be-at-noon-on-november-16-2021-1,2021-11-11 20:53:07.943000+00:00,2021-11-16 00:00:00+00:00,3773.63999999999987267074175179004669189453125,0,True,True
239401,Will the floor price of CryptoPunks be above 75 ETH on November 30?,will-the-floor-price-of-cryptopunks-be-above-75-eth-on-november-30,2021-11-15 17:16:21.215000+00:00,2021-11-30 00:00:00+00:00,4403.510000000000218278728425502777099609375,83.840000000000003410605131648480892181396484375,True,True
239461,"Will $ETH (Ethereum) be above $4,500 on November 24th, 12pm ET?",will-eth-ethereum-be-above-4500-on-november-24th-12pm-et,2021-11-16 18:13:50.673000+00:00,2021-11-24 00:00:00+00:00,13680.34000000000014551915228366851806640625,0.38000000000000000444089209850062616169452667236328125,True,True
239491,Will $ENS (Ethereum Name Service) be above $50 on November 25?,will-ens-ethereum-name-service-be-above-50-on-november-25,2021-11-17 19:27:54.196000+00:00,2021-11-25 00:00:00+00:00,37859.2699999999967985786497592926025390625,780.6000000000000227373675443232059478759765625,True,True
239567,Which cryptocurrency will perform better in November 2021: Bitcoin or Ethereum?,which-cryptocurrency-will-perform-better-in-november-2021-bitcoin-or-ethereum,2021-11-24 20:07:54.751000+00:00,2021-12-01 00:00:00+00:00,1574.359999999999899955582804977893829345703125,300,True,True
239599,Will the floor price of Chain Runners be above 1.25 ETH on December 2?,will-the-floor-price-of-chain-runners-be-above-1pt25-eth-on-december-2,2021-11-24 21:28:13.163000+00:00,2021-12-02 00:00:00+00:00,21861.86999999999898136593401432037353515625,33.07000000000000028421709430404007434844970703125,True,True
239603,What will the ETH floor price of Chain Runners be on December 2?  ,what-will-the-eth-floor-price-of-chain-runners-be-on-december-2,2021-11-24 21:37:39.455000+00:00,2021-12-02 00:00:00+00:00,24242.54999999999927240423858165740966796875,6550.760000000000218278728425502777099609375,True,True
239677,Will the Ethereum ($ETH) Market Cap be above $520 billion on December 9?,will-the-ethereum-eth-market-cap-be-above-520-billion-on-december-9,2021-11-29 17:46:50.911000+00:00,2021-12-09 00:00:00+00:00,77688.630000000004656612873077392578125,49.8599999999999994315658113919198513031005859375,True,True
239678,"Will the floor price of CryptoPunks be above 85 ETH on December 16, 2021?",will-the-floor-price-of-cryptopunks-be-above-85-eth-on-december-16-2021,2021-11-29 17:47:37.449000+00:00,2021-12-16 00:00:00+00:00,28633.06000000000130967237055301666259765625,243.409999999999996589394868351519107818603515625,True,True
239742,Will Ethereum reach $5000 by the end of 2021?,will-ethereum-reach-5000-this-year,2021-12-01 20:10:50.849000+00:00,2021-12-31 00:00:00+00:00,234003.380000000004656612873077392578125,195.69999999999998863131622783839702606201171875,True,True
239743,Which cryptocurrency will perform better in December 2021: Bitcoin or Ethereum?,which-cryptocurrency-will-perform-better-in-december-2021-bitcoin-or-ethereum,2021-12-02 20:28:07.730000+00:00,2022-01-01 00:00:00+00:00,110955.4299999999930150806903839111328125,166.590000000000003410605131648480892181396484375,True,True
239911,"Will the floor price of CryptoPunks be above 55 ETH on December 23, 2021?",will-the-floor-price-of-cryptopunks-be-above-55-eth-on-december-23-2021,2021-12-09 16:51:39.322000+00:00,2021-12-23 00:00:00+00:00,278291.6799999999930150806903839111328125,334.6499999999999772626324556767940521240234375,True,True
239912,"Will the floor price of CryptoPunks be above 69 ETH on December 23, 2021?",will-the-floor-price-of-cryptopunks-be-above-69-eth-on-december-23-2021,2021-12-09 16:50:17.406000+00:00,2021-12-23 00:00:00+00:00,360322.0700000000069849193096160888671875,95.4599999999999937472239253111183643341064453125,True,True
239913,"Will the floor price of CryptoPunks be above 75 ETH on December 23, 2021?",will-the-floor-price-of-cryptopunks-be-above-75-eth-on-december-23-2021,2021-12-09 16:48:49.130000+00:00,2021-12-23 00:00:00+00:00,224134.54000000000814907252788543701171875,80.650000000000005684341886080801486968994140625,True,True
239914,"Will the floor price of CryptoPunks be above 90 ETH on December 23, 2021?",will-the-floor-price-of-cryptopunks-be-above-90-eth-on-december-23-2021,2021-12-09 16:48:09.935000+00:00,2021-12-23 00:00:00+00:00,439684.51000000000931322574615478515625,100.7600000000000051159076974727213382720947265625,True,True
240032,"Will $ETH (Ethereum) be above $4,000 on December 23, 12pm ET?",will-eth-ethereum-be-above-4000-on-december-23-12pm-et,,2021-12-23 00:00:00+00:00,66823.669999999998253770172595977783203125,51.86999999999999744204615126363933086395263671875,True,True
240040,"Will the floor price of Bored Apes be above 48 ETH on December 22, 2021?",will-the-floor-price-of-bored-apes-be-above-48-eth-on-december-22-2021,2021-12-16 03:16:04.437000+00:00,2021-12-22 00:00:00+00:00,19848.77999999999883584678173065185546875,565.240000000000009094947017729282379150390625,True,True
240041,"Will the floor price of Bored Apes be above 50 ETH on December 22, 2021?",will-the-floor-price-of-bored-apes-be-above-50-eth-on-december-22-2021,2021-12-16 03:16:38.164000+00:00,2021-12-22 00:00:00+00:00,37864.4800000000032014213502407073974609375,243.6299999999999954525264911353588104248046875,True,True
240042,"Will the floor price of Bored Apes be above 54 ETH on December 22, 2021?",will-the-floor-price-of-bored-apes-be-above-54-eth-on-december-22-2021,2021-12-16 03:17:03.620000+00:00,2021-12-22 00:00:00+00:00,8009.72999999999956344254314899444580078125,353.95999999999997953636921010911464691162109375,True,True
240197,Will the floor price of CryptoPunks be above 55 ETH on January 13?,will-the-floor-price-of-cryptopunks-be-above-55-eth-on-january-13,2021-12-28 22:07:40.621000+00:00,2022-01-13 00:00:00+00:00,5766.9499999999998181010596454143524169921875,1519.30999999999994543031789362430572509765625,True,True
240198,Will the floor price of CryptoPunks be above 69 ETH on January 13?,will-the-floor-price-of-cryptopunks-be-above-69-eth-on-january-13,2021-12-28 22:08:26.457000+00:00,2022-01-13 00:00:00+00:00,22477.11999999999898136593401432037353515625,0,True,True
240199,Will the floor price of CryptoPunks be above 75 ETH on January 13?,will-the-floor-price-of-cryptopunks-be-above-75-eth-on-january-13,2021-12-28 22:08:51.460000+00:00,2022-01-13 00:00:00+00:00,10374.79999999999927240423858165740966796875,0,True,True
240200,Will the floor price of Bored Apes be above 53 ETH on January 14?,will-the-floor-price-of-bored-apes-be-above-53-eth-on-january-14,2021-12-28 22:09:37.817000+00:00,2022-01-14 00:00:00+00:00,9107.829999999999927240423858165740966796875,1824.799999999999954525264911353588104248046875,True,True
240201,Will the floor price of Bored Apes be above 59 ETH on January 14?,will-the-floor-price-of-bored-apes-be-above-59-eth-on-january-14,2021-12-28 22:10:03.801000+00:00,2022-01-14 00:00:00+00:00,21581.1500000000014551915228366851806640625,2617.09999999999990905052982270717620849609375,True,True
240202,Will the floor price of Bored Apes be above 65 ETH on January 14?,will-the-floor-price-of-bored-apes-be-above-65-eth-on-january-14,2021-12-28 22:10:47.595000+00:00,2022-01-14 00:00:00+00:00,22820.580000000001746229827404022216796875,36.840000000000003410605131648480892181396484375,True,True
240204,Will the floor price of Mutant Apes be above 7 ETH on January 12?,will-the-floor-price-of-mutant-apes-be-above-7-eth-on-january-12,2021-12-28 22:12:16.772000+00:00,2022-01-12 00:00:00+00:00,8738.79999999999927240423858165740966796875,998.8700000000000045474735088646411895751953125,True,True
240205,Will the floor price of Mutant Apes be above 10 ETH on January 12?,will-the-floor-price-of-mutant-apes-be-above-10-eth-on-january-12,2021-12-28 22:12:55.173000+00:00,2022-01-12 00:00:00+00:00,24903.38000000000101863406598567962646484375,1000.240000000000009094947017729282379150390625,True,True
240207,Will the floor price of Mutant Apes be above 13 ETH on January 12?,will-the-floor-price-of-mutant-apes-be-above-13-eth-on-january-12,2021-12-28 22:13:31.494000+00:00,2022-01-12 00:00:00+00:00,78581.880000000004656612873077392578125,1115.34999999999990905052982270717620849609375,True,True
240227,"Will $ETH (Ethereum) be above $4,000 on January 12, 12pm ET?",will-eth-ethereum-be-above-4000-on-january-12-12pm-et,2021-12-28 22:06:40.465000+00:00,2022-01-12 00:00:00+00:00,24783.79999999999927240423858165740966796875,10.25,True,True
240298,"Will $ETH (Ethereum) be above $3,800 on January 12, 12pm ET?",will-eth-ethereum-be-above-3800-on-january-12-12pm-et,2022-01-05 22:56:19.100000+00:00,2022-01-12 00:00:00+00:00,2428.989999999999781721271574497222900390625,503.45999999999997953636921010911464691162109375,True,True
240422,"Will the floor price of Mutant Apes be above 7 ETH on February 1st, 2022?",will-the-floor-price-of-mutant-apes-be-above-7-eth-on-february-1st-2022,2022-01-12 20:45:57.490000+00:00,2022-02-01 00:00:00+00:00,684.9299999999999499777914024889469146728515625,50,True,True
240423,"Will the floor price of Mutant Apes be above 10 ETH on February 1st, 2022?",will-the-floor-price-of-mutant-apes-be-above-10-eth-on-february-1st-2022,2022-01-12 20:47:08.888000+00:00,2022-02-01 00:00:00+00:00,3201.7100000000000363797880709171295166015625,50,True,True
240424,"Will the floor price of Mutant Apes be above 15 ETH on February 1st, 2022?",will-the-floor-price-of-mutant-apes-be-above-15-eth-on-february-1st-2022,2022-01-12 20:48:08.924000+00:00,2022-02-01 00:00:00+00:00,16713.61999999999898136593401432037353515625,50,True,True
240425,"Will the floor price of Mutant Apes be above 20 ETH on February 1st, 2022?",will-the-floor-price-of-mutant-apes-be-above-20-eth-on-february-1st-2022,2022-01-12 20:48:56.681000+00:00,2022-02-01 00:00:00+00:00,3480.170000000000072759576141834259033203125,50,True,True
240451,"Will the floor price of CryptoPunks be above 50 ETH on February 1st, 2022?",will-the-floor-price-of-cryptopunks-be-above-50-eth-on-february-1st-2022,2022-01-12 20:59:06.588000+00:00,2022-02-01 00:00:00+00:00,5685.9300000000002910383045673370361328125,50,True,True
240454,"Will the floor price of CryptoPunks be above 60 ETH on February 1st, 2022?",will-the-floor-price-of-cryptopunks-be-above-60-eth-on-february-1st-2022,2022-01-12 20:59:33.665000+00:00,2022-02-01 00:00:00+00:00,33061.52999999999883584678173065185546875,82.0499999999999971578290569595992565155029296875,True,True
240456,"Will the floor price of CryptoPunks be above 70 ETH on February 1st, 2022?",will-the-floor-price-of-cryptopunks-be-above-70-eth-on-february-1st-2022,2022-01-12 21:00:02.508000+00:00,2022-02-01 00:00:00+00:00,3717.63999999999987267074175179004669189453125,59.719999999999998863131622783839702606201171875,True,True
240486,"Will the floor price of Doodles be above 7 ETH on February 1st, 2022?",will-the-floor-price-of-doodles-be-above-7-eth-on-february-1st-2022,2022-01-12 21:03:13.107000+00:00,2022-02-01 00:00:00+00:00,762.23000000000001818989403545856475830078125,50,True,True
240489,"Will the floor price of Doodles be above 9 ETH on February 1st, 2022?",will-the-floor-price-of-doodles-be-above-9-eth-on-february-1st-2022,2022-01-12 21:03:46.662000+00:00,2022-02-01 00:00:00+00:00,1650.779999999999972715158946812152862548828125,50,True,True
240492,"Will the floor price of Doodles be above 12 ETH on February 1st, 2022?",will-the-floor-price-of-doodles-be-above-12-eth-on-february-1st-2022,2022-01-12 21:04:18.111000+00:00,2022-02-01 00:00:00+00:00,12339.440000000000509317032992839813232421875,50,True,True
240520,Will $ETH flip $BTC in market cap in 2022?,will-eth-flip-btc-in-market-cap-in-2022,2022-01-12 21:31:55.375000+00:00,2023-01-01 00:00:00+00:00,55824.0100000000020372681319713592529296875,603.25,True,True
240625,"Will the floor price of Bored Apes be above 59 ETH on February 1st, 2022?",will-the-floor-price-of-bored-apes-be-above-59-eth-on-february-1st-2022,2022-01-12 21:00:51.587000+00:00,2022-02-01 00:00:00+00:00,718.7100000000000363797880709171295166015625,50,True,True
240626,"Will the floor price of Bored Apes be above 69 ETH on February 1st, 2022?",will-the-floor-price-of-bored-apes-be-above-69-eth-on-february-1st-2022,2022-01-12 21:01:22.817000+00:00,2022-02-01 00:00:00+00:00,2491.3699999999998908606357872486114501953125,50,True,True
240627,"Will the floor price of Bored Apes be above 79 ETH on February 1st, 2022?",will-the-floor-price-of-bored-apes-be-above-79-eth-on-february-1st-2022,2022-01-12 21:02:00.586000+00:00,2022-02-01 00:00:00+00:00,12515.280000000000654836185276508331298828125,50.00999999999999801048033987171947956085205078125,True,True
240628,"Will the floor price of Bored Apes be above 89 ETH on February 1st, 2022?",will-the-floor-price-of-bored-apes-be-above-89-eth-on-february-1st-2022,2022-01-12 21:02:26.064000+00:00,2022-02-01 00:00:00+00:00,2778.829999999999927240423858165740966796875,50,True,True
240653,Will $BTC or $ETH perform better in 2022?,will-btc-or-eth-perform-better-in-2022,2022-01-25 19:04:53.386000+00:00,2023-01-01 00:00:00+00:00,26431.0699999999997089616954326629638671875,100.7999999999999971578290569595992565155029296875,True,True
240685,Will Bitcoin or Ethereum perform better in February 2022?,will-bitcoin-or-ethereum-perform-better-in-february-2022,2022-01-25 19:05:37.090000+00:00,2022-03-01 00:00:00+00:00,20035.61999999999898136593401432037353515625,2999.9499999999998181010596454143524169921875,True,True
240686,Will Bitcoin or Ethereum perform better in January 2022?,will-bitcoin-or-ethereum-perform-better-in-january-2022,2022-01-25 19:06:15.413000+00:00,2022-02-01 00:00:00+00:00,993.970000000000027284841053187847137451171875,28.870000000000000994759830064140260219573974609375,True,True
240688,Will Bitcoin or Ethereum perform better in March 2022?,will-bitcoin-or-ethereum-perform-better-in-march-2022,,2022-04-01 00:00:00+00:00,12916.399999999999636202119290828704833984375,0.11000000000000000055511151231257827021181583404541015625,True,True
240835,"Will the Ethereum Merge (EIP-3675) occur by May 1, 2022?",will-the-ethereum-merge-eip-3675-occur-by-may-1-2022,2022-01-19 18:59:38.639000+00:00,2022-05-01 00:00:00+00:00,22531.56000000000130967237055301666259765625,51.82000000000000028421709430404007434844970703125,True,True
240836,"Will the Ethereum Merge (EIP-3675) occur by June 1, 2022?",will-the-ethereum-merge-eip-3675-occur-by-june-1-2022,2022-01-19 18:59:45.708000+00:00,2022-06-01 00:00:00+00:00,110683.89999999999417923390865325927734375,74.0799999999999982946974341757595539093017578125,True,True
240838,"Will the Ethereum Merge (EIP-3675) occur by August 1, 2022?",will-the-ethereum-merge-eip-3675-occur-by-august-1-2022,2022-01-19 18:59:52.966000+00:00,2022-08-01 00:00:00+00:00,331710.51000000000931322574615478515625,43.9500000000000028421709430404007434844970703125,True,True
240839,"Will the Ethereum Merge (EIP-3675) occur by July 1, 2022?",will-the-ethereum-merge-eip-3675-occur-by-july-1-2022,2022-01-19 19:00:24.670000+00:00,2022-07-01 00:00:00+00:00,241931.91000000000349245965480804443359375,56.840000000000003410605131648480892181396484375,True,True
240840,"Will the Ethereum Merge (EIP-3675) occur by September 1, 2022?",will-the-ethereum-merge-eip-3675-occur-by-september-1-2022,2022-04-07 22:56:53.065000+00:00,2022-09-01 00:00:00+00:00,764809.660000000032596290111541748046875,269.8899999999999863575794734060764312744140625,True,True
240942,"Will Ethereum (ETH) be above $3,000 at noon on January 31 2022?",will-ethereum-eth-price-be-above-3000-at-noon-on-january-31-2022,2022-01-21 22:48:33.308000+00:00,2022-01-31 00:00:00+00:00,3319.8699999999998908606357872486114501953125,50,True,True
241221,Will Ethereum dip below $2000 by March 1?,will-ethereum-dip-below-2000-by-march-1,2022-01-31 20:13:52.183000+00:00,2022-03-01 00:00:00+00:00,2356.86000000000012732925824820995330810546875,300.740000000000009094947017729282379150390625,True,True
241222,Will Ethereum reach $3000 by Valentine's Day?,will-ethereum-reach-3000-by-valentines-day,,2022-02-14 00:00:00+00:00,7495.010000000000218278728425502777099609375,300,True,True
241268,Will the floor price of Mutant Apes be above 25 ETH on February 17?,will-the-floor-price-of-mutant-apes-be-above-25-eth-on-february-17,2022-02-04 18:07:04.598000+00:00,2022-02-17 00:00:00+00:00,1325,399,True,True
241332,Will the floor price of Bored Apes be above 100 ETH on Valentine's Day?,will-the-floor-price-of-bored-apes-be-above-100-eth-on-valentines-day,2022-02-04 19:13:30.060000+00:00,2022-02-14 00:00:00+00:00,59945.110000000000582076609134674072265625,503.009999999999990905052982270717620849609375,True,True
241334,Will the floor price of CryptoPunks be above 75 ETH on February 11th?,will-the-floor-price-of-cryptopunks-be-above-75-eth-on-february-11th,2022-02-04 19:13:42.568000+00:00,2022-02-11 00:00:00+00:00,25449.88000000000101863406598567962646484375,300,True,True
241427,"What will the price of Ethereum ($ETH) be on March 10, 2022? ",what-will-the-price-of-ethereum-eth-be-on-march-10-2022,2022-02-11 21:50:22.231000+00:00,2022-03-10 00:00:00+00:00,56366.41000000000349245965480804443359375,23.92999999999999971578290569595992565155029296875,True,True
241509,"Will Ethereum be above $3000 on March 1, 2022?",will-ethereum-be-above-3000-on-march-1-2022,,2022-03-01 00:00:00+00:00,294079.619999999995343387126922607421875,110.2399999999999948840923025272786617279052734375,True,True
241510,"Will the floor price of Bored Apes be over 100 ETH on February 25, 2022?",will-the-floor-price-of-bored-apes-be-over-100-eth-on-february-25-2022,2022-02-17 18:09:30.203000+00:00,2022-02-25 00:00:00+00:00,79433.3099999999976716935634613037109375,110.5499999999999971578290569595992565155029296875,True,True
